pdf_hash;deposit_id;tectonic_setting;pathfinder_elements;deposit_type;target_name;target_role;evidence_pages
77A56F69;1;TARC;IN|MN|ZN|PB;MAN|EPTI;Ayawilca;MAIN;64|73|74|76|78
77F6F0D5;1;TORO;N/A;IRF;Plymouth deposit;MAIN;74|77
77D524A3;1;TORO;N/A;REE;JEMI Property;MAIN;29|47|48
78108767;1;TGGT;N/A;ORO;Ballard Lake Shear Zone;MAIN;34|38|42
78264C19;1;TORO;N/A;IOC;Starra 276;MAIN;44|52
781E8720;1;TSED;N/A;BRN;Clearwater Lithium Brine;MAIN;21|22|28|29
7841238F;1;TRFT;CS|K|RB;LCL;Sonora;MAIN;26|28|30
784A5EEA;1;TSED;N/A;EVP;Cory potash deposit;MAIN;23|27
78590450;1;TGGT;N/A;MNS|ORO;Cominco Zone;MAIN;59|63|66|68
785978AD;1;TARC;CU|MO|BI|SE|TE|AS|MN|ZN;PRY;Alpala;MAIN;79|97|98|102
789CAA28;1;TORO;CO|CR;AWN;Grid Nickel Project;MAIN;21|23|24|27|28|29
78883C97;1;TARC;HG|SB|AS;PRY|EPTH;New Afton;MAIN;47|66
78C30837;1;TSED;NI|CU|CO|PB|ZN|MO|AS;URU;Cigar Lake deposit;MAIN;46|53|54
78BF0325;1;TBAC;SR;EVP;Piskanja;MAIN;29|31|39|41|42
78EA598C;1;TSED;N/A;COA;Hoskissons Coal Seam;MAIN;35|37|39
7903EC55;1;TORO;N/A;LAT;Serra do Tapa;MAIN;30|39
790A2742;1;TRFT;N/A;N/A;Huasna Field;MAIN;16
790897A6;1;TSED;V|RE|SC|Y|MO|ZN;URN;Zarechnoye;MAIN;39|45|47|55
793D68D0;1;TGGT;RB;PEG;Refuge Island Occurrence;MAIN;28|36|37|40|45
794B0D6F;1;TCRA;NI|CO|AS;URU;Phoenix;MAIN;83|93|114
794E19EF;1;TSED;V|MO|CU|SE|AS;URN;Roca Honda;MAIN;60|71|73
7953C0A1;1;TORO;CU|ZN;VMS|EPTL;Sting Property VMS;MAIN;33|38|41|53
796CA6B5;1;TARC;CU|ZN;VMS;Great Burnt Copper Deposit;MAIN;62|65|71|75
79836721;1;TORO;N/A;GRAP;Lac Aux Bouleaux;MAIN;59|61|66
7997A461;1;TARC;NI|CU|CO;MNS;Turnagain;MAIN;53|59|60|61
79E217BF;1;TGGT;N/A;GRAP;Laflamme Graphite;MAIN;17|19|20
79F4437D;1;TORO;N/A;IRF;Northshore;MAIN;45|46|54
79F8225E;1;TGGT;N/A;N/A;Florália BIFs;MAIN;17|20|22
7A295C39;1;TARC;N/A;SKN|PRY;Tagpura;MAIN;31|34
79FB664C;1;TORO;V|NI|U|B;GRAP;BamaStar Graphite Deposit;MAIN;56|74
7A421BC7;1;N/A;N/A;N/A;Taxco Property;MAIN;36
7A58509E;1;TGGT;N/A;MOX;Pyhäjärvi;MAIN;25|26|29|32
7A4C07BC;1;TORO;BI|TE|AS|SB|CU|MO|ZN|PB|AG;PRY|SKN;Aranzazu;MAIN;55|63|64
7A5A3279;1;TGGT;N/A;VMS;Zinc Zone;MAIN;31|38|43
7A6C6523;1;TARC;N/A;BRN;Sal de Vida;MAIN;73|84|87
7A7E6B28;1;TSED;N/A;MVT;Pine Point;MAIN;103|104|134
7AF397A8;1;TORO;N/A;GRAP;Karasnagala;MAIN;15|16|17|22
7B362942;1;TCRA;N/A;KIM;HOAM Project;MAIN;19|21|23|25|26
7B661912;1;TSED;N/A;N/A;Bethlehem Iron Ore;MAIN;33|36
7B6633A6;1;TARC;ZN|PB;PRY|SKN;Constancia;MAIN;102|103|106|109
7B801024;1;TBAC;AS|BI|SB|SN|TL|W;VMS;ABM Deposit;MAIN;73|76|94|100
7B8CA394;1;TCRA;N/A;N/A;Blue Cariboo Copper Zone;MAIN;31|40
7BAAABF0;1;TARC;N/A;PRY;Southern Spectrum Zone;MAIN;22|23|27
7BB23763;1;TORO;U|TH|ZR|REE;CBT;Crevier deposit;MAIN;31|35|37|38
7BDFADC8;1;TBAC;N/A;VMS;Aripuanã;MAIN;55|61
7C292B9D;1;TRFT;TH|K;CBT;Songwe Hill;MAIN;48|49|73|74|80
7C2A4B7B;1;TARC;BI|SN;SKN|BXH|EPTI|PRY;Integration Zone;MAIN;106|109|113|120|121|122|123|124|129|141
7C2BDEF7;1;TARC;CU|MO|ZN|MN|SB|W|SN|TL|AG|AS|LI;PRY|BXH;Copper Creek;MAIN;47|49|60|69|70|71|72|73|75|83|85
7C43A10F;1;TSED;N/A;EVP;Holbrook Basin Potash Deposit;MAIN;38|44
7C31A917;1;TARC;N/A;EVP;Tincalayu;MAIN;25|42|43
7C3DA6DD;1;TORO;W|SN|CU|PB|ZN;N/A;Panasqueira;MAIN;38|41|49|50|52
7C534276;1;TSED;N/A;URN;Green River Project;MAIN;21|31
7C689C90;1;TARC;N/A;VMS;McIlvenna Bay;MAIN;97|121|122
7C71AA5A;1;TARC;N/A;VMS;Back Forty;MAIN;56|79|80
7C886638;1;TORO;AS|BA|CU|HG|PB|SB|SN|ZN;VMS;La Romanera;MAIN;33|37|47|49
7C8FBB35;1;TGGT;N/A;PEG;Whabouchi;MAIN;64|65|68|70
7C8C3AEB;1;TCRA;U|AS|CU|MO|NI|PB|V|B|CR|TH;URU;Tatiggaq;MAIN;38|45|54|68
7C9C15CF;1;TORO;CU|NI|CO|CR;MNS;Caraíba Mine;MAIN;50|87|88
7CA18E16;1;TBAC;N/A;VMS;Vallberget-Loberget Trend;MAIN;31|54
7CA24435;1;TSED;V|SE|MO;URN;Inkai;MAIN;38|50|52|53
7CC56E14;1;TRFT;U|TH|FE;REE;Deep Fox;MAIN;48|50|57|62|66|68
7CA9871C;1;TARC;N/A;PRY|BXH;Copper Creek;MAIN;33|37
7CD77D57;1;TSED;FE|V|SE|MO;URN;Centennial Project;MAIN;31|35|38
7D0BB8DD;1;TSED;N/A;PHO;Farim;MAIN;83|85|87|90
7D370D9E;1;TORO;N/A;N/A;Blue Quartzite;MAIN;21|26|29
7D2D1DAB;1;TSED;N/A;URN;I-70 Property;MAIN;27|32|33
7D0F2F40;1;TARC;N/A;BRN;Salar de Pozuelos;MAIN;41|52|53
7D0C5AF8;1;TORO;N/A;SSC;Luishia Sud;MAIN;24|25|45
7D467084;1;TGGT;N/A;MNS|CHR;Chrome Puddy;MAIN;42|50|52
7D85BADE;1;TARC;CU|MO;PRY;Connors;MAIN;41|42|50|56
7D800C90;1;TARC;N/A;IOC;Santo Domingo Sur;MAIN;124|148
7D94D4B3;1;TRFT;N/A;BRN;Lanxess Property;MAIN;45|61|62|63
7DA70412;1;TORO;U;SSC;Chimiwungo;MAIN;47|51|55|57
7D99DACF;1;TARC;N/A;IOC|SKN;Candelaria;MAIN;45
7DC8A893;1;TSED;N/A;PLC;Marshall Fork;MAIN;19|23
7DD68EC1;1;TORO;N/A;MNS;Poissons Blanc;MAIN;22|29
7DD78235;1;TARC;MO;PRY;Van Dyke;MAIN;73|77|88|92
7DF841E0;1;TARC;N/A;PRY;Ricardo;MAIN;21|27
7E034551;1;TORO;N/A;COA;Palisades Coal Seams;MAIN;37|39|44|48
7E02B69D;1;TGGT;N/A;MNS;Alexo-Dundonald Deposits;MAIN;85|105|106
7E577BAE;1;TTRN;N/A;ORO|IRG;Mineral Ridge;MAIN;95|112|113|114
7E5934BA;1;TARC;N/A;EPTH;Chelopech;MAIN;52|57|61
7E68EE11;1;TARC;AS;PRY;Placeton;MAIN;35|39|40
7EB51321;1;TORO;TA|NB|REE;CBT;Upper Fir;MAIN;56|73|74|76|77
7E83C46B;1;TTRN;CR|NI;STRA;Luanga;MAIN;77|87|88|90|111|116|117
7ED440D9;1;TCRA;N/A;MNS;Waterberg Project;MAIN;44|64
7EFBAABE;1;TCRA;N/A;SND;Blair Property;MAIN;45|48|49
7F0C91F5;1;TSED;N/A;N/A;Rocanville;MAIN;16|17
7EEDE017;1;TARC;MO;PRY;Ilovitza;MAIN;20|21|25|27
7F2E8CF5;1;TARC;BI|HG;PRY|SKN;Kestane;MAIN;55|56|63|66|69|70
7F5D7C99;1;TSED;N/A;EVP;Green River Potash Project;MAIN;37|48
7F3D198B;1;TARC;N/A;PRY;New Afton;MAIN;55|62|67
7F6BC995;1;TSED;N/A;SND;Preston Property;MAIN;44|50|52|53
7F8ACDD4;1;TGGT;N/A;PEG;Pakeagama Lake pegmatite;MAIN;31|42
7F6D0F07;1;TORO;N/A;MAN;Magellan;MAIN;57|72|73|74
7F9317F7;1;TORO;N/A;PRY|ORO;Sartenga;MAIN;24|25|28|29|30|31
7FC34AB6;1;TSED;N/A;BRN;Park Place;MAIN;62|76|82
7FE1952C;1;TORO;N/A;SKN;Oracle Ridge;MAIN;39|42|56|58
802A3DB6;1;TBAC;PB|ZN|CU;SDX;Bleikvassli;MAIN;12|13|18
8033B266;1;TARC;CU|MO|AG|BI|ZN|AS|SB;PRY|SKN|EPTI;Southeast occurrence;MAIN;35|38|40|49|55|56|61
804638CB;1;TGGT;N/A;KIM;Koala;MAIN;69|105|108
807B6B67;1;TORO;U|TH;REE;Lindsay REE;MAIN;21|26|28
8083EA2D;1;TORO;N/A;N/A;Chimiwungo;MAIN;67
80993813;1;TORO;LI|CS|TA|BE|SN|RB|NB;PEG;Finland Pegmatite Project;MAIN;27|28
809A6B12;1;TSED;N/A;URN;La Sal Trend;MAIN;45|57
809D5FF8;1;TCRA;N/A;MNS;Waterberg Project;MAIN;58|70
80B75389;1;TUNK;N/A;MAN;Magno;MAIN;23|25|32
80C0AFC0;1;TRFT;CS|K|RB;LCL;Sonora;MAIN;24|26|28
80C5098E;1;TORO;U|TH;REE;Port Hope Simpson REE Project;MAIN;33|40|48
80F6C399;1;TRFT;SR;LCL;Zeus;MAIN;15|20|22|23
80E92208;1;TARC;N/A;IOC|PRY;Rio Grande;MAIN;33|41
80F9E02F;1;TARC;N/A;VMS;Bigstone deposit;MAIN;30|33|41
81412EA5;1;TCRA;N/A;SND;Blair Property;MAIN;47|57|59|60
81863108;1;TARC;N/A;PRY|BXH;Vizcachitas;MAIN;73|78|90
81C10DD7;1;TRFT;N/A;EVP;Danakhil Potash Deposit;MAIN;43|44|48|59|61
81DB4AD1;1;TPAB;LI|B;LCL;Fish Lake Valley;MAIN;22|26|32
81E2AA97;1;TARC;N/A;VMS;Little Deer;MAIN;24|28|29
81C81629;1;TORO;N/A;COA;Verticalnaya Mine;MAIN;53|54|62
8202F578;1;TCRA;NI|CU|CO;STRA;Kruidfontein;MAIN;42|50
822444FA;1;TORO;N/A;COA;Vista;MAIN;44|46|52
82183023;1;TORO;N/A;N/A;MMZ;MAIN;46|53|56
8224D7B4;1;TUNK;N/A;MNS;Waterberg Project;MAIN;116|127
8247759D;1;TSED;N/A;IRF;Lac Jeannine;MAIN;67|76|77
8247EDE1;1;TARC;N/A;EPTI;Gilda Project;MAIN;12|13|15
826677C5;1;TCRA;N/A;N/A;Ravensthorpe Nickel Operations;MAIN;31|34|35
827CA713;1;TCRA;N/A;N/A;UG2 Chromitite Layer;MAIN;26|35
828C6EEB;1;TARC;RB|AS|CO|TL|AG|MN|LI|ZN;N/A;Taron;MAIN;20|30
82AA59CF;1;TCRA;N/A;URN|SDX;Falea;MAIN;25|32
82BB1AC1;1;TRFT;N/A;LCL;Bonnie Claire;MAIN;45|52
82C1A145;1;TARC;CU|MO|AG|W|B|PB|ZN|AS|SB|SE|TE|MN|CO|BA|RB|SN;PRY;Zafranal Main Zone;MAIN;26|33|34
82C25EA6;1;TORO;AG|AS|GE|GA|CD;MAN;Kombat Mine;MAIN;24|25|33
82D62F82;1;TARC;CU|PB|ZN|AG;VMS;Scotch Prospect;MAIN;72|73|75|67|77|84
83035391;1;TORO;N/A;N/A;Vista;MAIN;36|40|43
82E13281;1;TUNK;MO|F|K|S;EPG;Central Mining Area;MAIN;82|90|91
82E58F56;1;TORO;N/A;MAN;Main Zone;MAIN;47|48|52|54|55|56|57|58
83201DA9;1;TGGT;N/A;MOX;Mont Sorcier;MAIN;44|53
830E11AA;1;TRFT;N/A;VMS|CAR|SDX;Zinkgruvan;MAIN;35|45
832EAC0A;1;TSED;N/A;IRF;MMICP Iron Formation;MAIN;29|35|36
8324ECF7;1;TRFT;N/A;EVP;Danakhil Potash Deposit;MAIN;32|33|40
835308B7;1;TGGT;N/A;PEG;Whabouchi;MAIN;86|87|92
832FCF26;1;TGGT;N/A;PEG;North American Lithium Project;MAIN;90|103|104
839C9DFE;1;TORO;N/A;MNS;Voisey's Bay West;MAIN;18|21|23
83974339;1;TRFT;N/A;FEL;Kittson-Cobalt Property;MAIN;38|41|43|53
83BAC0A4;1;TORO;N/A;GRAP;Graphite Creek;MAIN;22|24|25
83A17AC7;1;TGGT;N/A;MNS;Campbell Zone;MAIN;31|36|37
83D9ABE9;1;TUNK;N/A;N/A;J-M Reef;MAIN;22|23|26
83F612EF;1;TCRA;N/A;PLC;Mayoko Alluvial Coltan;MAIN;34|41|46
83EAC9B4;1;TARC;N/A;PRY;Taysan;MAIN;30|36
841A31B2;1;TSED;N/A;BRN;OLLAGUE;MAIN;26|27
841E9F99;1;TORO;N/A;IRF;Houston;MAIN;32|34|37|38
84206750;1;TORO;N/A;GRAP;Molo;MAIN;79|80|81|83|91
8424A688;1;TGGT;N/A;MNS|STRA;Weese-Luella;MAIN;27|36
8446AB25;1;TBAC;ZN;VMS;Little Deer;MAIN;35|39
844F683A;1;TRFT;N/A;VMS;Arctic;MAIN;78|93|94
8458D005;1;TCRA;N/A;IOC;Pea Ridge;MAIN;26|29
846600A9;1;TORO;N/A;VMS;A Zone;MAIN;13|14|16|28
8466B7BC;1;TCRA;N/A;URU;Phoenix;MAIN;48|63|64
8469041D;1;TGGT;RB|CS|SN;PEG;Nama Creek Main Zone North (MZN);MAIN;98|111|148|152
846F2FC6;1;TARC;N/A;SKN;Bob 1;MAIN;13|15
8483B231;1;TSED;N/A;IRF;Thunderbird deposits;MAIN;45|50|59
8481D990;1;TARC;N/A;SKN|PRY;Spout Deposit;MAIN;42|52|63
84AD0B90;1;TARC;N/A;VMS;Ming Mine;MAIN;56|63
84C04D04;1;TARC;N/A;BRN;Laguna Verde;MAIN;18|22
84D2EA1D;1;TCRA;N/A;URU;Moonlite Property;MAIN;35|41
84F3DD99;1;TORO;N/A;SSC;Kwatebala;MAIN;44|50|55
8513B773;1;TUNK;N/A;EVP;Rocanville;MAIN;20|22
851FB6D1;1;TORO;V|MO|SE;URN;Reno Creek;MAIN;29|39
85260603;1;TSED;N/A;N/A;Lac Otelnuk Deposit;MAIN;47|67|68
8532523B;1;TARC;AS|BI|PB|SB;PRY|BXH;Cuprita;MAIN;39|44|47|49|51
85294548;1;TORO;N/A;MNS;Pants Lake Intrusions;MAIN;17|19|29
8547A136;1;TARC;N/A;VMS;777;MAIN;58|68
8540D380;1;TSED;N/A;URN;Satellite Properties;MAIN;17|19
854CBD1C;1;TSED;N/A;URN;Dasa;MAIN;74|78|98
855F8B60;1;TARC;N/A;PRY|BXH;Schaft Creek;MAIN;50|51|60|62|63|64
85699E58;1;TORO;V;GRAP;Lac Knife;MAIN;69|76|80
8565767A;1;TRFT;AG|HG|PB;N/A;Tullacondra;MAIN;25|37|38|43
856CEB39;1;TARC;N/A;PRY|SKN;Hopkins North;MAIN;41|42|45|55
857436DE;1;TGGT;NI|CU|PGE;MNS;Nico 1;MAIN;20|23|29|30|31|36
8586FF73;1;TSED;MO|AS|SE;URN;Jeep;MAIN;14|15|17|22
8596A1E6;1;TORO;N/A;N/A;Kringel;MAIN;93|94|110|112
8597D0C5;1;TARC;N/A;CHR;Record Ridge;MAIN;36|43|44
859E6183;1;TORO;N/A;LAT;Lomie Laterites;MAIN;16|20|21|22|24
85910122;1;TARC;N/A;IOC|SKN|BXH;Candelaria;MAIN;50
85C74B3B;1;TSED;ZN;MVT;P Zone;MAIN;16|17
85ADACBA;1;TORO;N/A;MNS;Ertelien;MAIN;30|32|35
85BB1167;1;TARC;CU|MO;PRY;Santa Cruz deposit;MAIN;93|105|113
85D36D8D;1;TRFT;NI|CU;MNS|STRA;Fox River Sill;MAIN;57|58|71|72|85
85F87323;1;TARC;N/A;PRY;Redonda;MAIN;30|31|35
85ECE5B1;1;TARC;N/A;SKN|IOC;Pumpkin Hollow;MAIN;18|70|72|74
862135C9;1;TRFT;CU|PB|ZN;PRY|SKN;ZPG;MAIN;21|23
86472809;1;TORO;N/A;REE;Kipawa Deposit;MAIN;83|96
8646BB2C;1;TARC;N/A;PRY;Ann Mason;MAIN;40|46|47|51|153
86240715;1;TARC;N/A;PRY;Mount Milligan;MAIN;53|65
8656E6FD;1;TORO;N/A;LAT;Nkamouna and Mada;MAIN;33|37|41
865B36DC;1;TCRA;N/A;N/A;P-S-M Project;MAIN;66|67|75
8684C033;1;TRFT;N/A;STRA;Geordie Lake Intrusion;MAIN;17|21
86693A49;1;TCRA;N/A;COA;Buffalo Coal;MAIN;60|76
8685A611;1;TGGT;N/A;KIM;Umingmak;MAIN;25|27|31|34
86BA5605;1;TORO;N/A;IRF;Lac Virot Property;MAIN;38|43|50|51|52
86CBD878;1;N/A;N/A;N/A;Berlin Project uraniferous shale;MAIN;26|27
86CE10AC;1;N/A;N/A;N/A;Shaba;MAIN;34
86E3991F;1;TORO;V|LI|AS|BI|PB|CU|MO;URU;Horseshoe;MAIN;48|65|71
86DE0042;1;TARC;N/A;PRY|BXH;La Verde;MAIN;28|40
86E67ED9;1;TORO;N/A;IRF;Nkout;MAIN;47|50|65|66
8704AD6B;1;TARC;N/A;LAT;Camarioca;MAIN;22|24
870CEABB;1;TGGT;LI|CS|RB|SN|TA|BE|NB;PEG;Yellowknife Lithium Pegmatites;MAIN;53|59|61|62
8726B4E2;1;TARC;N/A;MAN|EPTI|EPTH|BXH;Cerro de Pasco;MAIN;44|63|64
8732C72F;1;TORO;N/A;ORO;Trojárová;MAIN;29|37
8752C520;1;TARC;N/A;PRY|BXH;Mount Tacho Breccia Complex;MAIN;20|21|22
874FF68A;1;TRFT;AG|SB|AS|BI|BA|CU|FE|B;SDX;Vulcan;MAIN;20|28
8771484A;1;TCRA;N/A;EVP;Lanigan;MAIN;15|17
87693F39;1;TARC;N/A;PRY;Southern Spectrum;MAIN;34|38|43
87ACC2FE;1;TCRA;PB|B;URU;Lazy Edward Bay;MAIN;55|62|65
87ADC26C;1;TSED;N/A;BRN;Salar de Arizaro;MAIN;94|103
87C5F6AE;1;TARC;N/A;VMS;Little Deer;MAIN;28|32
87B04225;1;TGGT;N/A;VMS;Orphée;MAIN;36|41|43|44
87C69936;1;TCRA;N/A;KIM;Centennial Property;MAIN;19|20|31|33|34
87C8DADE;1;TORO;N/A;N/A;Buckshot Property;MAIN;21|26
87E13D80;1;TCRA;N/A;EVP;Wynyard;MAIN;40|42|66
87DA3FD7;1;TARC;TE|W|MO|BI;PRY|SKN;Trek South;MAIN;33|46|57|77|81|82
87EA5AFA;1;TGGT;N/A;MNS;Thierry Deposit;MAIN;78|96|98|99
87F6EE96;1;TRFT;N/A;BXH;Artillery Mountains manganese deposits;MAIN;25|26
882677C9;1;TSED;V|MO|SE|CU|AG;URN;Inkai;MAIN;49|62
88391FFD;1;TGGT;N/A;MOX;Southwest and Armitage;MAIN;120|121|123|157|158
884190B4;1;TBAC;ZN;VMS;Little Deer;MAIN;33|34|35|39
88433FB7;1;TRFT;N/A;MNS;Licence 1506;MAIN;18
88709D29;1;TRFT;U|TH;CBT;Ashram Deposit;MAIN;34|36|40|50
887BBE5F;1;TSED;N/A;MAN;Getty deposit;MAIN;20|27
88A79B54;1;TORO;N/A;N/A;Nass Bay;MAIN;22|27|30
88A8F336;1;TARC;N/A;BRN;Salar de Diablillos;MAIN;39|45
888C6906;1;TARC;N/A;PRY|BXH;Marcahui;MAIN;37|46
88AB883D;1;TCRA;N/A;URU;Ursa Project;MAIN;34|40
88B150AD;1;TRFT;N/A;N/A;Nechalacho deposit;MAIN;69|76
88B94784;1;TORO;PT|PD;N/A;Titan;MAIN;20|23|24
88B2DAE3;1;TBAC;ZN|PB|BA|AG|CU;VMS;Cerro Lindo;MAIN;45|61|62
88BEDF8E;1;TBAC;N/A;MNS;Pigeon River;MAIN;12|13|14|15
890BC081;1;TCRA;N/A;PHO;Korella North;MAIN;25|33
88ECED89;1;TARC;N/A;IOC;Santo Domingo - Iris Norte;MAIN;95|111|112
8912FE01;1;TARC;N/A;VMS;Main;MAIN;21|26
89099A3D;1;TARC;BI|PB|MN|ZN|SN;SKN|EPTI|PRY|BXH;Atacocha;MAIN;45|46|64|65|67
892625BE;1;TARC;N/A;PRY|EPTH;Boyongan;MAIN;26|28
8913DD3D;1;TARC;PB|ZN;PRY|BXH;Copper Creek;MAIN;30|34|35
893750C7;1;TORO;N/A;URX;Etango;MAIN;52|56
89477240;1;TORO;N/A;MNS;Eureka Complex;MAIN;33|44|45
894FD7EF;1;TARC;N/A;VMS;McIlvenna Bay;MAIN;47|55|61
8968268E;1;TARC;N/A;PRY;Shan South;MAIN;14|16|18
89585E71;1;TSED;SE|MO;URN;Red Basin Project;MAIN;19|23|24
8985ACA8;1;TCRA;N/A;KIM;Kennady North Kimberlites;MAIN;22|35
899B693D;1;TSED;N/A;COA;Quinsam No.4 coal zone;MAIN;41|42|60|62|100
89A8D288;1;TORO;N/A;MAN|SKN;South Mountain;MAIN;47|51|56|57
89B0D00E;1;TBAC;N/A;N/A;Michelin;MAIN;79|82|98
89B08996;1;TRFT;N/A;MNS|STRA;Seagull Intrusion;MAIN;9|20|21
89DCE2BE;1;TRFT;N/A;MNS|STRA;Muskox Intrusion;MAIN;15|29|30|31|33
89EC9C9A;1;TORO;N/A;PRY;Zone III;MAIN;23|27|29
8A0C60BE;1;TARC;N/A;IOC;San Antonio-Gonzalez Zone;MAIN;28|29|34|37|41|54
8A28E1F6;1;TORO;N/A;VMS;Lillefjell;MAIN;14|15|21|22
8A510BA6;1;TCRA;N/A;URU;Carswell Project;MAIN;14|22
8A609D98;1;TRFT;N/A;N/A;Mutanga;MAIN;42|46|49|58|65
8A69F53E;1;TORO;N/A;N/A;Aappaluttoq;MAIN;32|33|39|40|41
8A6A4E8D;1;TBAC;NI;MNS;Pigeon River Target;MAIN;12|13|15
8A7614B5;1;TUNK;N/A;SKN;Carol Project Skarns;MAIN;20
8A701106;1;TARC;CU|AG|AS|BI|SB|MO|ZN|PB;PRY|EPTH;El Chato;MAIN;20|25|26|30|31
8A86E774;1;TORO;N/A;IRF;Hopes Advance;MAIN;33|40
8A9BBA1E;1;TARC;N/A;PRY;Chu;MAIN;18|21|23
8AA22396;1;TTRN;N/A;BRN;NSP Claims;MAIN;31|32|33|46
8AAC7C00;1;TORO;FE|V|SE|AS|MO;N/A;Aladdin Project;MAIN;15|16|22|23
8AB8604D;1;TSED;N/A;URN;Coronel Oviedo;MAIN;19|28
8AB962E8;1;TARC;N/A;PRY;Florence deposit;MAIN;56|59|70
8ABA96E7;1;TARC;CU;PRY|BXH;Des Zone;MAIN;17|31|32|38|41
8AC0B80E;1;TSED;N/A;URN;KC Project;MAIN;29|35|38
8ABDC113;1;TORO;CU|AG|PB|ZN|MO|BA;VMS;Greenhorn Copper Horizon;MAIN;14|16|44|45|52|56
8AC1D209;1;TARC;MO;PRY|SKN;Robinson;MAIN;41|43|47
8AC4FC46;1;TRFT;N/A;SSC;Koocanusa Project;MAIN;24|31|32
8ACA8AB9;1;TORO;V|CU|AG;IOC|URN;C-Zone;MAIN;130|152|179|181
8AD34E3D;1;TORO;N/A;VMS;Feitais;MAIN;33|34|35|41
8AE49F7F;1;TRFT;TH|K;CBT;Songwe Hill;MAIN;51|52|53|77|78|84
8AF38AFA;1;TORO;CU|PB|ZN|BI|AG|AS;SKN;Mengapur;MAIN;24|31|34|35
8AF777D2;1;TSED;N/A;URX;Laguna Salada Project;MAIN;26|30
8B112876;1;TARC;N/A;PRY;CUMO;MAIN;36|46
8B1B7D47;1;TORO;N/A;GRAP;Molo;MAIN;74|77|78|88
8B113499;1;TGGT;LI|RB|CS|BE|NB|TA;PEG;Georgia Lake Pegmatites;MAIN;93|94|133|137|140|141
8B22C5CE;1;TRFT;N/A;LCL;Clayton Valley;MAIN;56|64
8B250894;1;TSED;ZN|AG|PB|BA;SDX;Angie;MAIN;9|14|15|21
8B289B70;1;TORO;CU|PB|CO|B|LA;N/A;Kuriskova;MAIN;28|37|41
8B2F04EA;1;TORO;N/A;VMS;Lagoa Salgada;MAIN;14|16
8B337C2D;1;TARC;N/A;VMS;Rendell-Jackman;MAIN;19|20|26|28
8B521C09;1;N/A;N/A;MNS;Crean Hill;MAIN;41|50|52
8B5A162F;1;TARC;CU|PB|BI|TE|ZN|MO|AS|BA|SB;PRY|BXH|SKN;Peuco;MAIN;51|53|77|78|84|85|95|98
8B886E10;1;TORO;N/A;N/A;Central Zone;MAIN;46|58
8B8B569B;1;TORO;N/A;IRF;Hopes Advance;MAIN;54|60
8B974BB1;1;TSED;N/A;PHO;Statenville Phosphate Deposit;MAIN;36|41|44
8BC8B1CD;1;TORO;N/A;SSC;Sase;MAIN;19|22|24|26
8BD23F2D;1;TSED;N/A;IRF;Shymanivske;MAIN;69|100
8BCB1F79;1;TORO;CU|NI|CO;SSC;Sentinel;MAIN;27|32|36|39
8C020B41;1;TORO;N/A;MAN;Kombat Mine;MAIN;54|63|66
8C100407;1;TSED;N/A;URN;Kaycee Project;MAIN;23|30
8C2665C4;1;TUNK;N/A;SKN;Buena Vista;MAIN;54|56|58
8C29196E;1;TARC;CU|MO|AG|PB|SB;PRY;Poplar Deposit;MAIN;42|50
8C2B6F8D;1;TCRA;N/A;HMS;Donald deposit;MAIN;53|54|57
8C2B1053;1;TGGT;N/A;MNS;Dumont;MAIN;72|100
8C32276F;1;TRFT;N/A;SSC;Kamoa-Kakula;MAIN;125|142
8C6C120D;1;TORO;N/A;COA;Belcourt North;MAIN;34|41|42
8C81362A;1;TSED;AG|AS|BA|CD|CO|CR|CS|CU|HG|MO|NI|PB|SB|SE|V|ZN;BXH;Canyon;MAIN;35|37|39|41
8C85B67E;1;TORO;N/A;IRG;Zealand Property;MAIN;15|18
8C88601B;1;TRFT;N/A;KIM;Madonna Dike;MAIN;21|24|25
8C967BE3;1;TARC;PB|ZN|AS|K|AG|BI|SB|TE|HG|MN;PRY|MAN;Kio;MAIN;49|63|64|68
8C98D441;1;TARC;N/A;PRY;Yandera;MAIN;34|37|51
8CD6D0E4;1;TGGT;N/A;IRF;Lake St. Joseph;MAIN;41|47|48
8CDAB166;1;TORO;N/A;N/A;Vista;MAIN;46|48|54
8CFC003E;1;TORO;N/A;MNS|MOX;Graal;MAIN;26|29|30
8D13ADA8;1;TORO;N/A;VMS;Murray Brook;MAIN;18|20|23
8D288170;1;TSED;N/A;N/A;Kutai West Block CBM;MAIN;15
8D1017CE;1;TORO;N/A;IOC;Little Eva;MAIN;28|30|63|68|100|123
8D150131;1;TSED;N/A;N/A;Rokitno;MAIN;32|41
8D3D89B3;1;TARC;N/A;PRY;Berta Sur;MAIN;62|68|81|83
8D35A77F;1;TARC;N/A;EPTL|EPTI|PRY;Quebrada Honda I & II;MAIN;37|38|41
8D7D3A39;1;TCRA;N/A;N/A;Bonasika 7;MAIN;89|90|100
8D6AED66;1;TORO;N/A;MAN;FAD;MAIN;66|67|74|96|99
8D927DB3;1;TSED;N/A;COA;Fosheim Coal Zone;MAIN;29|30|31
8DA74766;1;TRFT;N/A;PRY;Malmbjerg;MAIN;28|31|32
8DA75A37;1;TORO;AS|ZN;SSC;Kamoa;MAIN;76|79|95|96
8DAA1E61;1;TARC;TL|AS|HG|SB;VMS;Bar Property;MAIN;14|18|22
